Country;Localite;Category;Value;Date;Sources;Link
Sierra Leone;Tonkolili;Deaths;181;05/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-253.pdf
Sierra Leone;Western Rural;Deaths;429;05/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-253.pdf
Sierra Leone;Western Urban (Freetown);Deaths;633;05/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-253.pdf
Sierra Leone;National;Deaths;3314;05/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-253.pdf
Sierra Leone;Bo;Deaths;165;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Bombali;Deaths;357;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Bonthe;Deaths;7;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Kailahun;Deaths;267;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Kambia;Deaths;99;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Kenema;Deaths;269;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Koinadugu;Deaths;86;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Kono;Deaths;186;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Moyamba;Deaths;103;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Port;Deaths;518;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Pujehun;Deaths;21;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Tonkolili;Deaths;181;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Western Rural;Deaths;430;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Western Urban (Freetown);Deaths;635;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;National;Deaths;3324;06/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-255.pdf
Sierra Leone;Bo;Deaths;165;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Bombali;Deaths;357;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Bonthe;Deaths;7;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Kailahun;Deaths;267;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Kambia;Deaths;100;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Kenema;Deaths;269;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Koinadugu;Deaths;86;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Kono;Deaths;189;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Moyamba;Deaths;103;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Port;Deaths;521;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Pujehun;Deaths;21;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Tonkolili;Deaths;181;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Western Rural;Deaths;432;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Western Urban (Freetown);Deaths;638;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;National;Deaths;3336;08/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-256.pdf
Sierra Leone;Bo;Deaths;165;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Bombali;Deaths;357;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Bonthe;Deaths;7;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Kailahun;Deaths;267;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Kambia;Deaths;100;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Kenema;Deaths;269;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Koinadugu;Deaths;86;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Kono;Deaths;190;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Moyamba;Deaths;103;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Port;Deaths;523;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Pujehun;Deaths;21;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Tonkolili;Deaths;181;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Western Rural;Deaths;434;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Western Urban (Freetown);Deaths;640;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;National;Deaths;3343;09/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-257.pdf
Sierra Leone;Bo;Deaths;165;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Bombali;Deaths;357;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Bonthe;Deaths;7;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Kailahun;Deaths;267;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Kambia;Deaths;101;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Kenema;Deaths;269;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Koinadugu;Deaths;86;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Kono;Deaths;193;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Moyamba;Deaths;103;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Port;Deaths;527;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Pujehun;Deaths;21;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Tonkolili;Deaths;182;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Western Rural;Deaths;438;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Western Urban (Freetown);Deaths;647;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;National;Deaths;3363;10/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-259.pdf
Sierra Leone;Bo;Deaths;165;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Bombali;Deaths;357;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Bonthe;Deaths;7;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Kailahun;Deaths;267;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Kambia;Deaths;102;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Kenema;Deaths;269;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Koinadugu;Deaths;87;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Kono;Deaths;194;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Moyamba;Deaths;103;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Port;Deaths;529;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Pujehun;Deaths;21;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Tonkolili;Deaths;182;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Western Rural;Deaths;440;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Western Urban (Freetown);Deaths;651;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;National;Deaths;3374;11/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-260.pdf
Sierra Leone;Bo;Deaths;165;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Bombali;Deaths;357;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Bonthe;Deaths;7;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Kailahun;Deaths;267;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Kambia;Deaths;102;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Kenema;Deaths;269;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Koinadugu;Deaths;87;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Kono;Deaths;194;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Moyamba;Deaths;103;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Port;Deaths;531;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Pujehun;Deaths;21;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Tonkolili;Deaths;182;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Western Rural;Deaths;442;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Western Urban (Freetown);Deaths;656;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;National;Deaths;3383;12/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-261.pdf
Sierra Leone;Bo;Deaths;165;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Bombali;Deaths;357;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Bonthe;Deaths;7;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Kailahun;Deaths;267;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Kambia;Deaths;102;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Kenema;Deaths;269;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Koinadugu;Deaths;87;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Kono;Deaths;194;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Moyamba;Deaths;103;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Port;Deaths;534;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Pujehun;Deaths;21;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Tonkolili;Deaths;183;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Western Rural;Deaths;444;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Western Urban (Freetown);Deaths;662;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;National;Deaths;3395;13/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-262.pdf
Sierra Leone;Bo;Deaths;165;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Bombali;Deaths;357;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Bonthe;Deaths;7;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Kailahun;Deaths;267;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Kambia;Deaths;102;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Kenema;Deaths;269;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Koinadugu;Deaths;87;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Kono;Deaths;194;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Moyamba;Deaths;103;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Port;Deaths;536;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Pujehun;Deaths;21;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Tonkolili;Deaths;183;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Western Rural;Deaths;446;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Western Urban (Freetown);Deaths;664;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;National;Deaths;3401;14/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-263.pdf
Sierra Leone;Bo;Deaths;165;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Bombali;Deaths;357;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Bonthe;Deaths;7;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Kailahun;Deaths;267;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Kambia;Deaths;103;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Kenema;Deaths;269;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Koinadugu;Deaths;87;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Kono;Deaths;194;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Moyamba;Deaths;103;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Port;Deaths;538;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Pujehun;Deaths;21;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Tonkolili;Deaths;184;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Western Rural;Deaths;447;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Western Urban (Freetown);Deaths;666;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;National;Deaths;3408;15/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-264.pdf
Sierra Leone;Bo;Deaths;165;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Bombali;Deaths;357;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Bonthe;Deaths;7;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Kailahun;Deaths;267;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Kambia;Deaths;103;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Kenema;Deaths;269;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Koinadugu;Deaths;87;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Kono;Deaths;195;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Moyamba;Deaths;103;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Port;Deaths;541;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Pujehun;Deaths;21;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Tonkolili;Deaths;184;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Western Rural;Deaths;448;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Western Urban (Freetown);Deaths;668;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;National;Deaths;3415;16/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-265.pdf
Sierra Leone;Bo;Deaths;165;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Bombali;Deaths;357;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Bonthe;Deaths;7;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Kailahun;Deaths;267;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Kambia;Deaths;103;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Kenema;Deaths;269;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Koinadugu;Deaths;87;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Kono;Deaths;195;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Moyamba;Deaths;104;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Port;Deaths;544;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Pujehun;Deaths;21;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Tonkolili;Deaths;185;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Western Rural;Deaths;449;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Western Urban (Freetown);Deaths;670;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;National;Deaths;3423;17/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-266.pdf
Sierra Leone;Bo;Deaths;165;18/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-267.pdf
Sierra Leone;Bombali;Deaths;359;18/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-267.pdf
Sierra Leone;Bonthe;Deaths;7;18/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-267.pdf
Sierra Leone;Kailahun;Deaths;267;18/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-267.pdf
Sierra Leone;Kambia;Deaths;103;18/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-267.pdf
Sierra Leone;Kenema;Deaths;269;18/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-267.pdf
Sierra Leone;Koinadugu;Deaths;87;18/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-267.pdf
Sierra Leone;Kono;Deaths;195;18/02/2015;Gvt;http://health.gov.sl/wp-content/uploads/2015/01/Ebola-Situation-Report_Vol-267.pdf
